question,answer,key phrases
In C# there's a null-coalescing operator (written as ??) that allows for easy (short) null checking during assignment:,"I realize this is answered, but there is another option when you're dealing with dict-like objects.",
"I have a list of tuples in Python, and I have a conditional where I want to take the branch ONLY if the tuple is not in the list (if it is in the list, then I don't want to take the if branch)","The bug is probably somewhere else in your code, because it should work fine:",
"I have a list of tuples in Python, and I have a conditional where I want to take the branch ONLY if the tuple is not in the list (if it is in the list, then I don't want to take the if branch)","The cheapest and most readable solution is using the in operator (or in your specific case, not in). As mentioned in the documentation,",
"In comparison to Java (in a string), you would do something like ""First Line\r\nSecond Line"".","It depends on how correct you want to be. \n will usually do the job. If you really want to get it right, you look up the newline character in the os package. (It's actually called linesep.)",
"In comparison to Java (in a string), you would do something like ""First Line\r\nSecond Line"".",The new line character is \n. It is used inside a string.,
"In comparison to Java (in a string), you would do something like ""First Line\r\nSecond Line"".","You can either write in the new lines separately or within a single string, which is easier.",
"In comparison to Java (in a string), you would do something like ""First Line\r\nSecond Line"".","Platform independent line breaker: Linux,windows & IOS",
"In comparison to Java (in a string), you would do something like ""First Line\r\nSecond Line"".",EDIT: I am older and wiser now. Here is a more readable solution that will work correctly even if you aren't at top level indentation (e.g. in a function definition).,
I want to send a datetime.datetime object in serialized form from Python using JSON and de-serialize in JavaScript using JSON. What is the best way to do this?,You can add the 'default' parameter to json.dumps to handle this:,
I want to send a datetime.datetime object in serialized form from Python using JSON and de-serialize in JavaScript using JSON. What is the best way to do this?,"For cross-language projects, I found out that strings containing RfC 3339 dates are the best way to go. An RfC 3339 date looks like this:",
I want to send a datetime.datetime object in serialized form from Python using JSON and de-serialize in JavaScript using JSON. What is the best way to do this?,I've worked it out.,
I want to send a datetime.datetime object in serialized form from Python using JSON and de-serialize in JavaScript using JSON. What is the best way to do this?,"Using json, you can subclass JSONEncoder and override the default() method to provide your own custom serializers:",
I want to send a datetime.datetime object in serialized form from Python using JSON and de-serialize in JavaScript using JSON. What is the best way to do this?,"Here's a fairly complete solution for recursively encoding and decoding datetime.datetime and datetime.date objects using the standard library json module. This needs Python >= 2.6 since the %f format code in the datetime.datetime.strptime() format string is only supported in since then. For Python 2.5 support, drop the %f and strip the microseconds from the ISO date string before trying to convert it, but you'll loose microseconds precision, of course. For interoperability with ISO date strings from other sources, which may include a time zone name or UTC offset, you may also need to strip some parts of the date string before the conversion. For a complete parser for ISO date strings (and many other date formats) see the third-party dateutil module.",
I would like to get some feedback on these tools on:,"Well, I am a bit curious, so I just tested the three myself right after asking the question ;-)",
I would like to get some feedback on these tools on:,pep8 was recently added to PyPi.,
How can I order by descending my query set in django by date?,Notice the - before check_in.,
How can I order by descending my query set in django by date?,"A hyphen ""-"" in front of ""check_in"" indicates descending order. Ascending order is implied.",
How can I order by descending my query set in django by date?,"Adding the - will order it in descending order.
You can also set this by adding a default ordering to the meta of your model. This will mean that when you do a query you just do MyModel.objects.all() and it will come out in the correct order.",
How can I order by descending my query set in django by date?,You can also use the following instruction:,
How can I order by descending my query set in django by date?,for ascending order:,
I want to delete a particular record. Such as,There are a couple of ways:,
I want to delete a particular record. Such as,this will raise exception if the object with specified primary key doesn't exist because at first it tries to retrieve the specified object.,
I want to delete a particular record. Such as,if you want to delete one instance then write the code,
I want to delete a particular record. Such as,If you want to delete one item    ,
I want to delete a particular record. Such as,The delete() method is used to delete model instances from a database.This method immediately deletes the object. this method returns the number of object deleted.,
In order to test some functionality I would like to create a DataFrame from a string. Let's say my test data looks like:,A simple way to do this is to use StringIO.StringIO (python2) or io.StringIO (python3) and pass that to the pandas.read_csv function. E.g:,
In order to test some functionality I would like to create a DataFrame from a string. Let's say my test data looks like:,Split Method,
In order to test some functionality I would like to create a DataFrame from a string. Let's say my test data looks like:,"In one line, but first import IO",
In order to test some functionality I would like to create a DataFrame from a string. Let's say my test data looks like:,A quick and easy solution for interactive work is to copy-and-paste the text by loading the data from the clipboard.,
In order to test some functionality I would like to create a DataFrame from a string. Let's say my test data looks like:,"This answer applies when a string is manually entered, not when it's read from somewhere.",
"In Python, I've seen two variable values swapped using this syntax:","Python evaluates expressions from left to right. Notice that while
evaluating an assignment, the right-hand side is evaluated before the
left-hand side.",
"In Python, I've seen two variable values swapped using this syntax:","That is the standard way to swap two variables, yes.",
"In Python, I've seen two variable values swapped using this syntax:","I know three ways to swap variables, but a, b = b, a is the simplest. There is",
"In Python, I've seen two variable values swapped using this syntax:",I would not say it is a standard way to swap because it will cause some unexpected errors.,
"In Python, I've seen two variable values swapped using this syntax:","Does not work for multidimensional arrays, because references are used here.",
"I have seen many projects using simplejson module instead of json module from the Standard Library. Also, there are many different simplejson modules. Why would use these alternatives, instead of the one in the Standard Library?","json is simplejson, added to the stdlib. But since json was added in 2.6, simplejson has the advantage of working on more Python versions (2.4+). ",
"I have seen many projects using simplejson module instead of json module from the Standard Library. Also, there are many different simplejson modules. Why would use these alternatives, instead of the one in the Standard Library?",I have to disagree with the other answers: the built in json library (in Python 2.7) is not necessarily slower than simplejson. It also doesn't have this annoying unicode bug.,
"I have seen many projects using simplejson module instead of json module from the Standard Library. Also, there are many different simplejson modules. Why would use these alternatives, instead of the one in the Standard Library?",All of these answers aren't very helpful because they are time sensitive.,
"I have seen many projects using simplejson module instead of json module from the Standard Library. Also, there are many different simplejson modules. Why would use these alternatives, instead of the one in the Standard Library?","I've been benchmarking json, simplejson and cjson.",
"I have seen many projects using simplejson module instead of json module from the Standard Library. Also, there are many different simplejson modules. Why would use these alternatives, instead of the one in the Standard Library?",Some values are serialized differently between simplejson and json.,
"Most operations in pandas can be accomplished with operator chaining (groupby, aggregate, apply, etc), but the only way I've found to filter rows is via normal bracket indexing","I'm not entirely sure what you want, and your last line of code does not help either, but anyway:",
"Most operations in pandas can be accomplished with operator chaining (groupby, aggregate, apply, etc), but the only way I've found to filter rows is via normal bracket indexing",Filters can be chained using a Pandas query:,
"Most operations in pandas can be accomplished with operator chaining (groupby, aggregate, apply, etc), but the only way I've found to filter rows is via normal bracket indexing",The answer from @lodagro is great. I would extend it by generalizing the mask function as:,
"Most operations in pandas can be accomplished with operator chaining (groupby, aggregate, apply, etc), but the only way I've found to filter rows is via normal bracket indexing",Since version 0.18.1 the .loc method accepts a callable for selection. Together with lambda functions you can create very flexible chainable filters:,
"Most operations in pandas can be accomplished with operator chaining (groupby, aggregate, apply, etc), but the only way I've found to filter rows is via normal bracket indexing","pandas provides two alternatives to Wouter Overmeire's answer which do not require any overriding. One is .loc[.] with a callable, as in",
"In Python for *nix, does time.sleep() block the thread or the process?","It blocks the thread.  If you look in Modules/timemodule.c in the Python source, you'll see that in the call to floatsleep(), the substantive part of the sleep operation is wrapped in a Py_BEGIN_ALLOW_THREADS and Py_END_ALLOW_THREADS block, allowing other threads to continue to execute while the current one sleeps.  You can also test this with a simple python program:",
"In Python for *nix, does time.sleep() block the thread or the process?","It will just sleep the thread except in the case where your application has only a single thread, in which case it will sleep the thread and effectively the process as well.",
"In Python for *nix, does time.sleep() block the thread or the process?",Just the thread.,
"In Python for *nix, does time.sleep() block the thread or the process?","The thread will block, but the process is still alive.",
"In Python for *nix, does time.sleep() block the thread or the process?",Only the thread unless your process has a single thread.,
What is the difference between 'SAME' and 'VALID' padding in tf.nn.max_pool of tensorflow?,If you like ascii art:,
What is the difference between 'SAME' and 'VALID' padding in tf.nn.max_pool of tensorflow?,"When stride is 1 (more typical with convolution than pooling), we can think of the following distinction:",
What is the difference between 'SAME' and 'VALID' padding in tf.nn.max_pool of tensorflow?,I'll give an example to make it clearer:,
What is the difference between 'SAME' and 'VALID' padding in tf.nn.max_pool of tensorflow?,The TensorFlow Convolution example gives an overview about the difference between SAME and VALID :,
What is the difference between 'SAME' and 'VALID' padding in tf.nn.max_pool of tensorflow?,"Padding is an operation to increase the size of the input data. In case of 1-dimensional data you just append/prepend the array with a constant, in 2-dim you surround matrix with these constants. In n-dim you surround your n-dim hypercube with the constant. In most of the cases this constant is zero and it is called zero-padding.",
"Is there a Pool class for worker threads, similar to the multiprocessing module's Pool class?","I just found out that there actually  is a thread-based Pool interface in the multiprocessing module, however it is hidden somewhat and not properly documented.",
"Is there a Pool class for worker threads, similar to the multiprocessing module's Pool class?","In Python 3 you can use concurrent.futures.ThreadPoolExecutor, i.e.:",
"Is there a Pool class for worker threads, similar to the multiprocessing module's Pool class?","Yes, and it seems to have (more or less) the same API. ",
"Is there a Pool class for worker threads, similar to the multiprocessing module's Pool class?",For something very simple and lightweight (slightly modified from here):,
"Is there a Pool class for worker threads, similar to the multiprocessing module's Pool class?",Hi to use the thread pool in Python you can use this library :,
"I have a timezone aware timestamptz field in PostgreSQL. When I pull data from the table, I then want to subtract the time right now so I can get it's age.",have you tried to remove the timezone awareness?,
"I have a timezone aware timestamptz field in PostgreSQL. When I pull data from the table, I then want to subtract the time right now so I can get it's age.","The correct solution is to add the timezone info e.g., to get the current time as an aware datetime object in Python 3:",
"I have a timezone aware timestamptz field in PostgreSQL. When I pull data from the table, I then want to subtract the time right now so I can get it's age.",I know some people use Django specifically as an interface to abstract this type of database interaction.  Django provides utilities that can be used for this:,
"I have a timezone aware timestamptz field in PostgreSQL. When I pull data from the table, I then want to subtract the time right now so I can get it's age.",Conclusion: You must mange your datetime variables with the same time info,
"I have a timezone aware timestamptz field in PostgreSQL. When I pull data from the table, I then want to subtract the time right now so I can get it's age.",You don't need anything outside the std libs,
I can't figure out how to use an array or matrix in the way that I would normally use a list. I want to create an empty array (or matrix) and then add one column (or row) to it at a time.,"You have the wrong mental model for using NumPy efficiently. NumPy arrays are stored in contiguous blocks of memory. If you want to add rows or columns to an existing array, the entire array needs to be copied to a new block of memory, creating gaps for the new elements to be stored. This is very inefficient if done repeatedly to build an array.",
I can't figure out how to use an array or matrix in the way that I would normally use a list. I want to create an empty array (or matrix) and then add one column (or row) to it at a time.,"A NumPy array is a very different data structure from a list and is designed to be used in different ways.  Your use of hstack is potentially very inefficient... every time you call it, all the data in the existing array is copied into a new one. (The append function will have the same issue.)  If you want to build up your matrix one column at a time, you might be best off to keep it in a list until it is finished, and only then convert it into an array.",
I can't figure out how to use an array or matrix in the way that I would normally use a list. I want to create an empty array (or matrix) and then add one column (or row) to it at a time.,"To create an empty multidimensional array in NumPy (e.g. a 2D array m*n to store your matrix), in case you don't know m how many rows you will append and don't care about the computational cost Stephen Simmons mentioned (namely re-buildinging the array at each append), you can squeeze to 0 the dimension to which you want to append to: X = np.empty(shape=[0, n]).",
I can't figure out how to use an array or matrix in the way that I would normally use a list. I want to create an empty array (or matrix) and then add one column (or row) to it at a time.,"I looked into this a lot because I needed to use a numpy.array as a set in one of my school projects and I needed to be initialized empty... I didn't found any relevant answer here on Stack Overflow, so I started doodling something. ",
I can't figure out how to use an array or matrix in the way that I would normally use a list. I want to create an empty array (or matrix) and then add one column (or row) to it at a time.,You can use the append function.  For rows:,
"Unless I'm mistaken, creating a function in Python works like this:",The other answers have done a good job at explaining duck typing and the simple answer by tzot:,
"Unless I'm mistaken, creating a function in Python works like this:","Python is strongly typed because every object has a type, every object knows its type, it's impossible to accidentally or deliberately use an object of a type ""as if"" it was an object of a different type, and all elementary operations on the object are delegated to its type.",
"Unless I'm mistaken, creating a function in Python works like this:",You don't specify a type.  The method will only fail (at runtime) if it tries to access attributes that are not defined on the parameters that are passed in.,
"Unless I'm mistaken, creating a function in Python works like this:","Many languages have variables, which are of a specific type and have a value. Python does not have variables; it has objects, and you use names to refer to these objects.",
"Unless I'm mistaken, creating a function in Python works like this:",I have implemented a wrapper if anyone would like to specify variable types.,
How can I sort this list in descending order?,This will give you a sorted version of the array.,
How can I sort this list in descending order?,"In one line, using a lambda:",
How can I sort this list in descending order?,You can simply do this:,
How can I sort this list in descending order?,you simple type:,
How can I sort this list in descending order?,"Since your list is already in ascending order, we can simply reverse the list.",
"Two options in setup.py develop and install are confusing me. According to this site, using develop creates a special link to site-packages directory.",python setup.py install is used to install (typically third party) packages that you're not going to develop/modify/debug yourself.,
"Two options in setup.py develop and install are confusing me. According to this site, using develop creates a special link to site-packages directory.",From the documentation. The develop will not install the package but it will create a .egg-link in the deployment directory back to the project source code directory.,
"Two options in setup.py develop and install are confusing me. According to this site, using develop creates a special link to site-packages directory.",Another thing that people may find useful when using the develop method is the --user option to install without sudo. Ex:,
"This is probably a trivial question, but how do I parallelize the following loop in python?",Using multiple threads on CPython won't give you better performance for pure-Python code due to the global interpreter lock (GIL).  I suggest using the multiprocessing module instead:,
"This is probably a trivial question, but how do I parallelize the following loop in python?","The above works beautifully on my machine (Ubuntu, package joblib was pre-installed, but can be installed via pip install joblib).",
"This is probably a trivial question, but how do I parallelize the following loop in python?","To parallelize a simple for loop, joblib brings a lot of value to raw use of multiprocessing. Not only the short syntax, but also things like transparent bunching of iterations when they are very fast (to remove the overhead) or capturing of the traceback of the child process, to have better error reporting.",
"This is probably a trivial question, but how do I parallelize the following loop in python?","Use a PoolExecutor from concurrent.futures. Compare the original code with this, side by side. First, the most concise way to approach this is with executor.map:",
"This is probably a trivial question, but how do I parallelize the following loop in python?","You can use asyncio. (Documentation can be found here). It is used as a foundation for multiple Python asynchronous frameworks that provide high-performance network and web-servers, database connection libraries, distributed task queues, etc. Plus it has both high-level and low-level APIs to accomodate any kind of problem.",
"I recently discovered pytest. It seems great. However, I feel the documentation could be better.",Is this the correct use of conftest.py?,
"I recently discovered pytest. It seems great. However, I feel the documentation could be better.",In a wide meaning conftest.py is a local per-directory plugin. Here you define directory-specific hooks and fixtures. In my case a have a root directory containing project specific tests directories. Some common magic is stationed in 'root' conftest.py. Project specific - in their own ones. Can't see anything bad in storing fixtures in conftest.py unless they are not used widely (In that case I prefer to define them in test files directly),
"I recently discovered pytest. It seems great. However, I feel the documentation could be better.","I use the conftest.py file to define the fixtures that I inject into my tests, is this the correct use of conftest.py?",
"I recently discovered pytest. It seems great. However, I feel the documentation could be better.",Here are the official docs about using conftest.py to share fixtures:,
"I'm sure this is a trivial operation, but I can't figure out how it's done.",From the Django documentation:,
"I'm sure this is a trivial operation, but I can't figure out how it's done.",When you have list of items and you want to check the possible values from the list then you can't use =.,
"I'm sure this is a trivial operation, but I can't figure out how it's done.",From the Django documentation:,
I would like to install scipy-0.15.1-cp33-none-win_amd64.whl that I have saved to the local drive. I am using:,cp33 means CPython 3.3.,
I would like to install scipy-0.15.1-cp33-none-win_amd64.whl that I have saved to the local drive. I am using:,This can also be caused by using an out-of-date pip with a recent wheel file.,
I would like to install scipy-0.15.1-cp33-none-win_amd64.whl that I have saved to the local drive. I am using:,I had the same problem while installing scipy-0.17.0-cp35-none-win_amd64.whl and my Python version was 3.5. It returned the same error message:,
I would like to install scipy-0.15.1-cp33-none-win_amd64.whl that I have saved to the local drive. I am using:,I come across this problem because of a wrong name of my package (scipy-0.17.0-cp27-none-win_amd64 (1)).,
I would like to install scipy-0.15.1-cp33-none-win_amd64.whl that I have saved to the local drive. I am using:,Change the filename to scipy-0.15.1-cp33-none-any.whl and then run this command:,
"If you read an entire file with content = open('Path/to/file', 'r').read() is the file handle left open until the script exits?  Is there a more concise method to read a whole file? ",The answer to that question depends somewhat on the particular Python implementation.  ,
"If you read an entire file with content = open('Path/to/file', 'r').read() is the file handle left open until the script exits?  Is there a more concise method to read a whole file? ",You can use pathlib.,
"If you read an entire file with content = open('Path/to/file', 'r').read() is the file handle left open until the script exits?  Is there a more concise method to read a whole file? ","Well, if you have to read file line by line to work with each line, you can use",
"If you read an entire file with content = open('Path/to/file', 'r').read() is the file handle left open until the script exits?  Is there a more concise method to read a whole file? ","Instead of retrieving the file content as a single string,
it can be handy to store the content as a list of all lines the file comprises:",
"In numpy, some of the operations return in shape (R, 1) but some return (R,). This will make matrix multiplication more tedious since explicit reshape is required. For example, given a matrix M, if we want to do numpy.dot(M[:,0], numpy.ones((1, R))) where R is the number of rows (of course, the same issue also occurs column-wise). We will get matrices are not aligned error since M[:,0] is in shape (R,) but numpy.ones((1, R)) is in shape (1, R).","You write, ""I know literally it's list of numbers and list of lists where all list contains only a number"" but that's a bit of an unhelpful way to think about it.",
"In numpy, some of the operations return in shape (R, 1) but some return (R,). This will make matrix multiplication more tedious since explicit reshape is required. For example, given a matrix M, if we want to do numpy.dot(M[:,0], numpy.ones((1, R))) where R is the number of rows (of course, the same issue also occurs column-wise). We will get matrices are not aligned error since M[:,0] is in shape (R,) but numpy.ones((1, R)) is in shape (1, R).","The difference between (R,) and (1,R) is literally the number of indices that you need to use.  ones((1,R)) is a 2-D array that happens to have only one row.  ones(R) is a vector.  Generally if it doesn't make sense for the variable to have more than one row/column, you should be using a vector, not a matrix with a singleton dimension.",
"In numpy, some of the operations return in shape (R, 1) but some return (R,). This will make matrix multiplication more tedious since explicit reshape is required. For example, given a matrix M, if we want to do numpy.dot(M[:,0], numpy.ones((1, R))) where R is the number of rows (of course, the same issue also occurs column-wise). We will get matrices are not aligned error since M[:,0] is in shape (R,) but numpy.ones((1, R)) is in shape (1, R).","The shape is a tuple. If there is only 1 dimension the shape will be one number and just blank after a comma. For 2+ dimensions, there will be a number after all the commas.",
"In numpy, some of the operations return in shape (R, 1) but some return (R,). This will make matrix multiplication more tedious since explicit reshape is required. For example, given a matrix M, if we want to do numpy.dot(M[:,0], numpy.ones((1, R))) where R is the number of rows (of course, the same issue also occurs column-wise). We will get matrices are not aligned error since M[:,0] is in shape (R,) but numpy.ones((1, R)) is in shape (1, R).","For its base array class, 2d arrays are no more special than 1d or 3d ones.  There are some operations that preserve the dimensions, some that reduce them, other combine or even expand them.",
"In numpy, some of the operations return in shape (R, 1) but some return (R,). This will make matrix multiplication more tedious since explicit reshape is required. For example, given a matrix M, if we want to do numpy.dot(M[:,0], numpy.ones((1, R))) where R is the number of rows (of course, the same issue also occurs column-wise). We will get matrices are not aligned error since M[:,0] is in shape (R,) but numpy.ones((1, R)) is in shape (1, R).","There are a lot of good answers here already. But for me it was hard to find some example, where the shape or array can break all the program.",
"Both function return the same list.
Then what is the need of two different functions performing same job.",The current API is that:,
"Both function return the same list.
Then what is the need of two different functions performing same job.",As explained here a key difference is that:,
"Both function return the same list.
Then what is the need of two different functions performing same job.",Here is the correct namespace for the functions:,
I am trying to install PIL (the Python Imaging Library) using the command:,https://pypi.org/project/Pillow/,
I am trying to install PIL (the Python Imaging Library) using the command:,This works for me:,
I am trying to install PIL (the Python Imaging Library) using the command:,It is very simple using apt install use this command to get it done,
I am trying to install PIL (the Python Imaging Library) using the command:,Install ,
I am trying to install PIL (the Python Imaging Library) using the command:,You should install as described here:,
"This is the first time I've really sat down and tried python 3, and seem to be failing miserably. I have the following two files:",TL;DR: You can't do relative imports from the file you execute since __main__ module is not a part of a package.,
"This is the first time I've really sat down and tried python 3, and seem to be failing miserably. I have the following two files:","I figured it out. Very frustrating, especially coming from python2.",
"This is the first time I've really sat down and tried python 3, and seem to be failing miserably. I have the following two files:",You have to append your project's path to PYTHONPATH and make sure to use absolute imports.,
"This is the first time I've really sat down and tried python 3, and seem to be failing miserably. I have the following two files:",Setting PYTHONPATH can also help with this problem. ,
"This is the first time I've really sat down and tried python 3, and seem to be failing miserably. I have the following two files:","You can simply add following file to your tests directory, and then python will run it before the tests",
"How are ""keyword arguments"" different from regular arguments? Can't all arguments be passed as name=value instead of using positional syntax?","There are two related concepts, both called ""keyword arguments"".",
"How are ""keyword arguments"" different from regular arguments? Can't all arguments be passed as name=value instead of using positional syntax?",There is one last language feature where the distinction is important. Consider the following function:,
"How are ""keyword arguments"" different from regular arguments? Can't all arguments be passed as name=value instead of using positional syntax?",Using keyword arguments is the same thing as normal arguments except order doesn't matter. For example the two functions calls below are the same:,
"How are ""keyword arguments"" different from regular arguments? Can't all arguments be passed as name=value instead of using positional syntax?",They have no keywords before them. The order is important!,
"How are ""keyword arguments"" different from regular arguments? Can't all arguments be passed as name=value instead of using positional syntax?","There are two ways to assign argument values to function parameters, both are used.",
"I am currently using Beautiful Soup to parse an HTML file and calling get_text(), but it seems like I'm being left with a lot of \xa0 Unicode representing spaces. Is there an efficient way to remove all of them in Python 2.7, and change them into spaces? I guess the more generalized question would be, is there a way to remove Unicode formatting?","\xa0 is actually non-breaking space in Latin1 (ISO 8859-1), also chr(160). You should replace it with a space.",
"I am currently using Beautiful Soup to parse an HTML file and calling get_text(), but it seems like I'm being left with a lot of \xa0 Unicode representing spaces. Is there an efficient way to remove all of them in Python 2.7, and change them into spaces? I guess the more generalized question would be, is there a way to remove Unicode formatting?",There's many useful things in Python's unicodedata library. One of them is the .normalize() function.,
"I am currently using Beautiful Soup to parse an HTML file and calling get_text(), but it seems like I'm being left with a lot of \xa0 Unicode representing spaces. Is there an efficient way to remove all of them in Python 2.7, and change them into spaces? I guess the more generalized question would be, is there a way to remove Unicode formatting?","After trying several methods, to summarize it, this is how I did it. Following are two ways of avoiding/removing \xa0 characters from parsed HTML string.",
"I am currently using Beautiful Soup to parse an HTML file and calling get_text(), but it seems like I'm being left with a lot of \xa0 Unicode representing spaces. Is there an efficient way to remove all of them in Python 2.7, and change them into spaces? I guess the more generalized question would be, is there a way to remove Unicode formatting?","Try using .strip() at the end of your line
line.strip() worked well for me",
"I am currently using Beautiful Soup to parse an HTML file and calling get_text(), but it seems like I'm being left with a lot of \xa0 Unicode representing spaces. Is there an efficient way to remove all of them in Python 2.7, and change them into spaces? I guess the more generalized question would be, is there a way to remove Unicode formatting?",try this:,
"I noticed that in Python, people initialize their class attributes in two different ways.","Neither way is necessarily correct or incorrect, they are just two different kinds of class elements:",
"I noticed that in Python, people initialize their class attributes in two different ways.",I think this sample explains the difference between the styles:,
I've created an object like this:,"You could use the pickle module in the standard library.
Here's an elementary application of it to your example:",
I've created an object like this:,"I think it's a pretty strong assumption to assume that the object is a class. What if it's not a class?  There's also the assumption that the object was not defined in the interpreter.  What if it was defined in the interpreter?  Also, what if the attributes were added dynamically? When some python objects have attributes added to their __dict__ after creation, pickle doesn't respect the addition of those attributes (i.e. it 'forgets' they were added -- because pickle serializes by reference to the object definition).",
I've created an object like this:,"Quick example using company1 from your question, with python3. ",
I've created an object like this:,You can use anycache to do the job for you. It considers all the details:,
I've created an object like this:,Newer versions of pandas has also a functionality to save pickles.,
"If I have a numpy dtype, how do I automatically convert it to its closest python data type?  For example,",Use val.item() to convert most NumPy values to a native Python type:,
"If I have a numpy dtype, how do I automatically convert it to its closest python data type?  For example,","found myself having mixed set of numpy types and standard python. as all numpy types derive from numpy.generic, here's how you can convert everything to python standard types:",
"If I have a numpy dtype, how do I automatically convert it to its closest python data type?  For example,",If you want to convert (numpy.array OR numpy scalar OR native type OR numpy.darray) TO native type you can simply do :,
"If I have a numpy dtype, how do I automatically convert it to its closest python data type?  For example,",tolist() is a more general approach to accomplish this. It works in any primitive dtype and also in arrays or matrices.,
"If I have a numpy dtype, how do I automatically convert it to its closest python data type?  For example,",How about:,
I'm looking for an easy (and quick) way to determine if two unordered lists contain the same elements:,"Python has a built-in datatype for an unordered collection of (hashable) things, called a set. If you convert both lists to sets, the comparison will be unordered.",
I'm looking for an easy (and quick) way to determine if two unordered lists contain the same elements:,If elements are always nearly sorted as in your example then builtin .sort() (timsort) should be fast:,
I'm looking for an easy (and quick) way to determine if two unordered lists contain the same elements:,Copying from here: Check if two unordered lists are equal,
I'm looking for an easy (and quick) way to determine if two unordered lists contain the same elements:,"You want to see if they contain the same elements, but don't care about the order.",
I'm looking for an easy (and quick) way to determine if two unordered lists contain the same elements:,"Assuming you already know lists are of equal size, the following will guarantee True if and only if two vectors are exactly the same (including order)",
How can I get a string after a specific substring?,The easiest way is probably just to split on your target word,
How can I get a string after a specific substring?,"If you want to deal with the case where s2 is not present in s1, then use s1.find(s2) as opposed to index. If the return value of that call is -1, then s2 is not in s1.",
How can I get a string after a specific substring?,I'm surprised nobody mentioned partition.,
How can I get a string after a specific substring?,You want to use str.partition():,
How can I get a string after a specific substring?,"If you want to do this using regex, you could simply use a non-capturing group, to get the word ""world"" and then grab everything after, like so",
What is the quickest/simplest way to drop nan and inf/-inf values from a pandas.DataFrame without resetting mode.use_inf_as_null?,The simplest way would be to first replace() infs to NaN:,
What is the quickest/simplest way to drop nan and inf/-inf values from a pandas.DataFrame without resetting mode.use_inf_as_null?,"With option context, this is possible without permanently setting use_inf_as_na. For example:",
What is the quickest/simplest way to drop nan and inf/-inf values from a pandas.DataFrame without resetting mode.use_inf_as_null?,Use (fast and simple):,
What is the quickest/simplest way to drop nan and inf/-inf values from a pandas.DataFrame without resetting mode.use_inf_as_null?,Here is another method using .loc to replace inf with nan on a Series:,
What is the quickest/simplest way to drop nan and inf/-inf values from a pandas.DataFrame without resetting mode.use_inf_as_null?,"The above solution will modify the infs that are not in the target columns. To remedy that,",
With PEP 557 data classes are introduced into python standard library. ,"Data classes are just regular classes that are geared towards storing state, rather than containing a lot of logic. Every time you create a class that mostly consists of attributes, you make a data class.",
With PEP 557 data classes are introduced into python standard library. ,"The question has been addressed.  However, this answer adds some practical examples to aid in the basic understanding of dataclasses.",
With PEP 557 data classes are introduced into python standard library. ,From the PEP specification:,
With PEP 557 data classes are introduced into python standard library. ,Consider this simple class Foo,
I used easy_install to install pytest on a mac and started writing tests for a project with a file structure likes so:,"I'm not sure why py.test does not add the current directory in the PYTHONPATH itself, but here's a workaround (to be executed from the root of your repository):",
I used easy_install to install pytest on a mac and started writing tests for a project with a file structure likes so:,The least invasive solution is adding an empty file named conftest.py in the repo/ directory:,
I used easy_install to install pytest on a mac and started writing tests for a project with a file structure likes so:,I had the same problem. I fixed it by adding an empty __init__.py file to my tests directory.,
I used easy_install to install pytest on a mac and started writing tests for a project with a file structure likes so:,"Yes, the source folder is not in Python's path if you cd to the tests directory. ",
I used easy_install to install pytest on a mac and started writing tests for a project with a file structure likes so:,"Run pytest itself as a module with:
python -m pytest tests",
"Python will not run in git bash (Windows). When I type python in the command line, it takes me to a blank line without saying that it has entered python 2.7.10 like its does in Powershell. It doesn't give me an error message, but python just doesn't run.","Just enter this in your git shell on windows - > alias python='winpty python.exe', that is all and you are going to have alias to the python executable.  This alias will be valid for the duration of the shell session.",
"Python will not run in git bash (Windows). When I type python in the command line, it takes me to a blank line without saying that it has entered python 2.7.10 like its does in Powershell. It doesn't give me an error message, but python just doesn't run.","I don't see next option in a list of answers, but I can get interactive prompt with ""-i"" key:",
"Python will not run in git bash (Windows). When I type python in the command line, it takes me to a blank line without saying that it has entered python 2.7.10 like its does in Powershell. It doesn't give me an error message, but python just doesn't run.","This is a known bug in MSys2, which provides the terminal used by Git Bash. You can work around it by running a Python build without ncurses support, or by using WinPTY, used as follows:",
"Python will not run in git bash (Windows). When I type python in the command line, it takes me to a blank line without saying that it has entered python 2.7.10 like its does in Powershell. It doesn't give me an error message, but python just doesn't run.",I am windows 10 user and I have installed GIT in my system by just accepting the defaults.,
"Python will not run in git bash (Windows). When I type python in the command line, it takes me to a blank line without saying that it has entered python 2.7.10 like its does in Powershell. It doesn't give me an error message, but python just doesn't run.","Try python -i instead of python, it's a cursor thing.",
"If I want to use the results of argparse.ArgumentParser(), which is a Namespace object, with a method that expects a dictionary or mapping-like object (see collections.Mapping), what is the right way to do it?",You can access the namespace's dictionary with vars():,
"If I want to use the results of argparse.ArgumentParser(), which is a Namespace object, with a method that expects a dictionary or mapping-like object (see collections.Mapping), what is the right way to do it?",Straight from the horse's mouth:,
"If I want to use the results of argparse.ArgumentParser(), which is a Namespace object, with a method that expects a dictionary or mapping-like object (see collections.Mapping), what is the right way to do it?","Is it proper to ""reach into"" an object and use its dict property?",
"If I want to use the results of argparse.ArgumentParser(), which is a Namespace object, with a method that expects a dictionary or mapping-like object (see collections.Mapping), what is the right way to do it?","Note that if you're trying to treat args as a dict to find out if it has an attribute, you can just do the following instead:",
